Nodes,Edges,Latitude,Longitude
"School of Physics and Astronomy, University of Southampton, Southampton, UK","EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK",50.9025349,-1.404189
"School of Physics and Astronomy, University of Southampton, Southampton, UK","CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France",50.9025349,-1.404189
"School of Physics and Astronomy, University of Southampton, Southampton, UK","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",50.9025349,-1.404189
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK",48.6427131,2.230811
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France",48.6427131,2.230811
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",48.6427131,2.230811
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","School of Physics and Astronomy, University of Southampton, Southampton, UK",48.6427131,2.230811
"Center for Compound Semiconductors, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",,32.3293809,-83.1137366
"Microsoft Corporation, One Microsoft Way, Redmond, WA, USA","College of Nanoscale Science and Engineering, University of Albany, Albany, NY, USA",47.2868352,-120.212613
"College of Nanoscale Science and Engineering, University of Albany, Albany, NY, USA","Microsoft Corporation, One Microsoft Way, Redmond, WA, USA",43.1561681,-75.8449946
"Department of Physics, Tyndall National Institute, University College Cork, Cork, Ireland",,51.897077,-8.4654674
"Department of Microelectronics, Soochow University, Suzhou, China",,31.3016935,120.5810725
"Department of Physics, School of Science, Jimei University, Xiamen, China","National and Local United Engineering Laboratory of Flat Panel Display Technology, Institute of Optoelectronic Display, Fuzhou University, Fuzhou, China",24.5438732,118.0768065
"National and Local United Engineering Laboratory of Flat Panel Display Technology, Institute of Optoelectronic Display, Fuzhou University, Fuzhou, China","Department of Physics, School of Science, Jimei University, Xiamen, China",27.9511188,116.3530413
"Department of Physics, Lanzhou University, Lanzhou, Gansu, China","State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",38.0000001,101.9999999
"Key Laboratory of Solid-State Optoelectronics Information Technology and the State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Key Laboratory of Solid-State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972
"Ioffe Physical-Technical Institute of the Russian Academy of Sciences, Saint Petersburg, Russia",,59.938732,30.316229
"CapeSym, Inc., Natick, MA, USA",,42.3788774,-72.032366
"VERTILAS GmbH, Garching, Germany","Walter Schottky Institute, Technische Universität München, Garching, Germany",48.2513878,11.6509662
"Walter Schottky Institute, Technische Universität München, Garching, Germany","VERTILAS GmbH, Garching, Germany",48.2513878,11.6509662
"Physics Engineering Department, University of Hacettepe, Ankara, Turkey",,39.7160439,32.7059948
"Queen's University Belfast, School of Electronics, Electrical Engineering & Computer Science, Belfast, U.K",,54.596391,-5.9301829
"Dandelion Trail, Austin, TX, USA","Department of Chemical Engineering, University of Technology, Austin, TX, USA",31.2638905,-98.5456116
"Department of Chemical Engineering, University of Technology, Austin, TX, USA","Dandelion Trail, Austin, TX, USA",31.2638905,-98.5456116
"State Key Laboratory of Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",,39.9057136,116.3912972
"CCLRC Daresbury Laboratory, Warrington, UK","Spintronics Laboratory Department of Electronics, University of York, York, UK",53.4018582,-2.5680223597163048
"Spintronics Laboratory Department of Electronics, University of York, York, UK","CCLRC Daresbury Laboratory, Warrington, UK",53.9590555,-1.0815361
"Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla, CA, USA","HRL Laboratories LLC, Malibu, CA, USA",36.7014631,-118.755997
"HRL Laboratories LLC, Malibu, CA, USA","Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla, CA, USA",36.7014631,-118.755997
"Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea","School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea",36.5754,128.5058
"Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea","Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea",36.5754,128.5058
"School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea","Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea",37.2752,127.0095
"School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea","Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea",37.2752,127.0095
"Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea","Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea",37.487175,127.065613
"Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea","School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea",37.487175,127.065613
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",55.7230635,12.4027132
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",55.7230635,12.4027132
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Translucent, Inc., Palo Alto, CA, USA",55.7230635,12.4027132
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",55.7230635,12.4027132
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","GIGA ApS, Intel Corporation, Skovlunde, Denmark",36.7014631,-118.755997
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",36.7014631,-118.755997
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",36.7014631,-118.755997
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","Translucent, Inc., Palo Alto, CA, USA",36.7014631,-118.755997
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","GIGA ApS, Intel Corporation, Skovlunde, Denmark",36.7014631,-118.755997
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",36.7014631,-118.755997
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","Translucent, Inc., Palo Alto, CA, USA",36.7014631,-118.755997
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",36.7014631,-118.755997
"Translucent, Inc., Palo Alto, CA, USA","GIGA ApS, Intel Corporation, Skovlunde, Denmark",36.7014631,-118.755997
"Translucent, Inc., Palo Alto, CA, USA","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",36.7014631,-118.755997
"Translucent, Inc., Palo Alto, CA, USA","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",36.7014631,-118.755997
"Translucent, Inc., Palo Alto, CA, USA","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",36.7014631,-118.755997
"Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey","GIGA ApS, Intel Corporation, Skovlunde, Denmark",39.7160439,32.7059948
"Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",39.7160439,32.7059948
"Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey","Translucent, Inc., Palo Alto, CA, USA",39.7160439,32.7059948
"Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",39.7160439,32.7059948
"Key Laboratory of Wide bandgap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China",,34.2607713,108.9423443
"Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","National Laboratory of Solid State Microstructures and Department of Physics, Nanjing University, Nanjing, China",39.9057136,116.3912972
"Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China","College of Physics and Electronics, Shandong Normal University, Jinan, China",39.9057136,116.3912972
"Novalux, Inc., Sunnyvale, CA, USA",,36.7014631,-118.755997
"Semilab Semiconductor Physics Laboratory Company Ltd., Budapest, Hungary","STMicroelectronics, Agrate Brianza, Italy",47.4978918,19.0401609
"STMicroelectronics, Agrate Brianza, Italy","Semilab Semiconductor Physics Laboratory Company Ltd., Budapest, Hungary",45.5761735,9.3509475
"Systems and Technology Group, IBM Semiconductor Research and Development Center, Essex Junction, VT, USA","Systems and Technology Group, IBM Semiconductor Research and Development Center, Hopewell Junction, NY, USA",44.5990718,-72.5002608
"Systems and Technology Group, IBM Semiconductor Research and Development Center, Hopewell Junction, NY, USA","Systems and Technology Group, IBM Semiconductor Research and Development Center, Essex Junction, VT, USA",43.1561681,-75.8449946
"Department of Engineering and Technology Management, Portland State University, Portland, OR, USA",,43.9792797,-120.737257
"Key Laboratory of Ultrafast Photoelectric Technology and Terahertz Science in Shaanxi, Xi’an University of Technology, Xi’an, China",,34.2607713,108.9423443
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductor Chinese Academy of Sciences, Beijing, China",,39.9057136,116.3912972
"College of Materials Sciences and Opto-Electronic Technology, University of Chinese Academy of Sciences, Beijing, China","Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972
"Institute of Electromagnetic Fields (IEF), ETH Zürich, Zürich, Switzerland",,47.3744489,8.5410422
"TriQuint Semiconductor, Inc., Hillsboro, OR, USA","DuPont Electronic Gases, DuPont Fluoroproducts, Wilmington, DE, USA",43.9792797,-120.737257
"DuPont Electronic Gases, DuPont Fluoroproducts, Wilmington, DE, USA","TriQuint Semiconductor, Inc., Hillsboro, OR, USA",38.6920451,-75.4013315
"College of Integrated Circuit Science and Engineering, Innovation Center for Gallium Oxide Semiconductor (IC-GAO), National and Local Joint Engineering Laboratory for RF Integration and Micro-Assembly Technologies, Nanjing University of Posts and Telecommunications, Nanjing, China",,32.0615513,118.7915619
"College of Physics and Information Engineering, Minnan Normal University, Zhangzhou, China","Department of Physics, Fujian Provincial Key Laboratory of Semiconductors and Applications, Collaborative Innovation Center for Optoelectronic Semiconductors and Efficient Devices, Xiamen University, Xiamen, China",24.2388257,117.4524304
"Department of Physics, Fujian Provincial Key Laboratory of Semiconductors and Applications, Collaborative Innovation Center for Optoelectronic Semiconductors and Efficient Devices, Xiamen University, Xiamen, China","College of Physics and Information Engineering, Minnan Normal University, Zhangzhou, China",24.5438732,118.0768065
"Ioffe Institute, Saint Petersburg, Russia","Stel’makh Research and Development Institute “Polyus,”, Moscow, Russia",59.938732,30.316229
"Stel’makh Research and Development Institute “Polyus,”, Moscow, Russia","Ioffe Institute, Saint Petersburg, Russia",55.625578,37.6063916
"Department of Physics, University of Toronto, Toronto, ON, Canada",,50.000678,-86.000977
"Graduate Institute of Electro-Optical Engineering and the Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan","Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan",25.0375198,121.5636796
"Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Graduate Institute of Electro-Optical Engineering and the Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",25.0375198,121.5636796
"Emcore Corporation, Santa Clara, CA, USA","Avago Technologies, Inc., San Jose, CA, USA",36.7014631,-118.755997
"Avago Technologies, Inc., San Jose, CA, USA","Emcore Corporation, Santa Clara, CA, USA",36.7014631,-118.755997
"Advanced Power Semiconductor Development Group, Toshiba Corporation, Kawasaki, Japan","School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA",35.5305307,139.7028012
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",24.8066333,120.9686833
"MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",24.8066333,120.9686833
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",25.0375198,121.5636796
"Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",25.0375198,121.5636796
"Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",25.0375198,121.5636796
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",38.2677554,140.8691498
"Institute of Fluid Science, Tohoku University, Sendai, Japan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",38.2677554,140.8691498
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",24.8066333,120.9686833
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Advanced Optoelectronic Technology Center, Department of Electrical Engineering, Institute of Microelectronics, National Cheng Kung University, Tainan, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",24.163162,120.6478282
"Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",24.163162,120.6478282
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",22.9912348,120.184982
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",24.8066333,120.9686833
"Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",24.8066333,120.9686833
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Department of Electrophysics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Department of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Institute of Fluid Science, Tohoku University, Sendai, Japan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","MMSL, Industrial Technology Research Institute, Hsinchu, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Department of Electronics Engineering, National Taiwan University, Taipei, Taiwan",22.6203348,120.3120375
"Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan",22.6203348,120.3120375
"National Engineering Research Center for Optoelectronic Devices, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",,39.9057136,116.3912972
"School of Aerospace Science and Technology, Xidian University, Xi’an, China","Key Laboratory of Wide Band-Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China",34.2607713,108.9423443
"Key Laboratory of Wide Band-Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China","School of Aerospace Science and Technology, Xidian University, Xi’an, China",34.2607713,108.9423443
