id,Target,Latitude,Longitude,Country
"Wireless Semiconductor Division, Broadcom, Seoul, South Korea","Semiconductor Research Center, Samsung Electronics, Hwasung, South Korea",37.5666791,126.9782914,South Korea
"Wireless Semiconductor Division, Broadcom, Seoul, South Korea","Department of Polymer Science and Engineering and Department of IT Convergence, Korea National University of Transportation, Chungju, South Korea",37.5666791,126.9782914,South Korea
"Wireless Semiconductor Division, Broadcom, Seoul, South Korea","Department of Electronics Engineering, Korea National University of Transportation, Chungju, South Korea",37.5666791,126.9782914,South Korea
"Department of Chemical Engineering, University of California, Berkeley, CA, USA","Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA",36.7014631,-118.755997,United States
"Department of Chemical Engineering, University of California, Berkeley, CA, USA","Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",36.7014631,-118.755997,United States
"Department of Chemical Engineering, University of California, Berkeley, CA, USA","Lam Research, Fremont, CA, USA",36.7014631,-118.755997,United States
"Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA","Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA",42.3788774,-72.032366,United States
"Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA","Department of Chemical Engineering, University of California, Berkeley, CA, USA",42.3788774,-72.032366,United States
"Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA","Lam Research, Fremont, CA, USA",42.3788774,-72.032366,United States
"Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA","Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",31.2638905,-98.5456116,United States
"Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA","Department of Chemical Engineering, University of California, Berkeley, CA, USA",31.2638905,-98.5456116,United States
"Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA","Lam Research, Fremont, CA, USA",31.2638905,-98.5456116,United States
"Lam Research, Fremont, CA, USA","Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA",36.7014631,-118.755997,United States
"Lam Research, Fremont, CA, USA","Department of Chemical Engineering, University of California, Berkeley, CA, USA",36.7014631,-118.755997,United States
"Lam Research, Fremont, CA, USA","Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",36.7014631,-118.755997,United States
"Physikalisch-Technisch Bundesanstalt, Brunswick, Germany","Light Technology Institute (LTI), Universität Karlsruhe, Karlsruhe, Germany",52.2646577,10.5236066,Germany
"Light Technology Institute (LTI), Universität Karlsruhe, Karlsruhe, Germany","Physikalisch-Technisch Bundesanstalt, Brunswick, Germany",49.0068705,8.4034195,Germany
"Bell Laboratories, Lucent Technologies, Inc., Holmdel, NJ, USA","TriQuint Semiconductor, Inc., Breinigsville, PA, USA",40.0757384,-74.4041622,United States
"TriQuint Semiconductor, Inc., Breinigsville, PA, USA","Bell Laboratories, Lucent Technologies, Inc., Holmdel, NJ, USA",40.9699889,-77.7278831,United States
"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, CAS, Beijing, China","Beijing University of Posts and Telecommunications, Beijing, China",39.9057136,116.3912972,China
"Beijing University of Posts and Telecommunications, Beijing, China","State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, CAS, Beijing, China",39.9057136,116.3912972,China
"School of Microelectronics, University of Chinese Academy of Sciences, Beijing, China","Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"School of Microelectronics, University of Chinese Academy of Sciences, Beijing, China","Institute of Microelectronics, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","School of Microelectronics, University of Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Institute of Microelectronics, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"Institute of Microelectronics, Chinese Academy of Sciences, Beijing, China","Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"Institute of Microelectronics, Chinese Academy of Sciences, Beijing, China","School of Microelectronics, University of Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"MESA Institute for Nanotechnology, University of Twente, Netherlands",,52.2520475,6.8512843,Netherlands
"Physics Department, Eindhovan University of Technology, Eindhoven, Netherlands",,51.44855695,5.450122522,Netherlands
"Advanced Technology Research Laboratories, Nippon Steel Corporation, Chiba, Japan","Research & Development/SIMOX Group, Siltronic Japan Corporation, Yamaguchi, Japan",35.549399,140.2647303,Japan
"Advanced Technology Research Laboratories, Nippon Steel Corporation, Chiba, Japan","School of Engineering, University of Tokyo, Tokyo, Japan",35.549399,140.2647303,Japan
"Advanced Technology Research Laboratories, Nippon Steel Corporation, Chiba, Japan","Application Laboratory, Rigaku Industrial Corporation, Osaka, Japan",35.549399,140.2647303,Japan
"School of Engineering, University of Tokyo, Tokyo, Japan","Research & Development/SIMOX Group, Siltronic Japan Corporation, Yamaguchi, Japan",35.6840574,139.7744912,Japan
"School of Engineering, University of Tokyo, Tokyo, Japan","Advanced Technology Research Laboratories, Nippon Steel Corporation, Chiba, Japan",35.6840574,139.7744912,Japan
"School of Engineering, University of Tokyo, Tokyo, Japan","Application Laboratory, Rigaku Industrial Corporation, Osaka, Japan",35.6840574,139.7744912,Japan
"Research & Development/SIMOX Group, Siltronic Japan Corporation, Yamaguchi, Japan","School of Engineering, University of Tokyo, Tokyo, Japan",34.2379614,131.5873845,Japan
"Research & Development/SIMOX Group, Siltronic Japan Corporation, Yamaguchi, Japan","Advanced Technology Research Laboratories, Nippon Steel Corporation, Chiba, Japan",34.2379614,131.5873845,Japan
"Research & Development/SIMOX Group, Siltronic Japan Corporation, Yamaguchi, Japan","Application Laboratory, Rigaku Industrial Corporation, Osaka, Japan",34.2379614,131.5873845,Japan
"Application Laboratory, Rigaku Industrial Corporation, Osaka, Japan","Research & Development/SIMOX Group, Siltronic Japan Corporation, Yamaguchi, Japan",34.6198813,135.490357,Japan
"Application Laboratory, Rigaku Industrial Corporation, Osaka, Japan","Advanced Technology Research Laboratories, Nippon Steel Corporation, Chiba, Japan",34.6198813,135.490357,Japan
"Application Laboratory, Rigaku Industrial Corporation, Osaka, Japan","School of Engineering, University of Tokyo, Tokyo, Japan",34.6198813,135.490357,Japan
"Fujian Provincial Key Laboratory of Semiconductors and Applications, Collaborative Innovation Center for Optoelectronic Semiconductors and Efficient Devices, Department of Physics, Xiamen University, Xiamen, China",,24.5438732,118.0768065,China
"Fujitsu Laboratories Limited, Atsugi, Japan","Fujitsu Tohoku Digital Technology Limited, Sendai, Japan",35.464797,139.323536,Japan
"Fujitsu Laboratories Limited, Atsugi, Japan","IIS, RCAST, NCRC, University of Tokyo, Tokyo, Japan",35.464797,139.323536,Japan
"Fujitsu Tohoku Digital Technology Limited, Sendai, Japan","Fujitsu Laboratories Limited, Atsugi, Japan",38.2677554,140.8691498,Japan
"Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, P. R. China",,34.2607713,108.9423443,China
"Institute for Microelectronics and Microsystems, National Research Council, Rome, Italy","Nonlinear Optics and OptoElectronics Laboratory, Roma Tre University, Rome, Italy",41.8933203,12.4829321,Italy
"Nonlinear Optics and OptoElectronics Laboratory, Roma Tre University, Rome, Italy","Institute for Microelectronics and Microsystems, National Research Council, Rome, Italy",41.8933203,12.4829321,Italy
"Opto-Power Corporation, Tucson, AZ, USA",,34.395342,-111.763275,United States
"Center for Quantum Devices, Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL, USA",,40.0796606,-89.4337288,United States
"Infineon Technologies, Munich, Germany","All-Russian-Electrotechnical Institute, Moscow, Russia",48.1371079,11.5753822,Germany
"Infineon Technologies, Munich, Germany","Chair of Electrical Drives, Technical University Munich, Munchen, Germany",48.1371079,11.5753822,Germany
"Chair of Electrical Drives, Technical University Munich, Munchen, Germany","All-Russian-Electrotechnical Institute, Moscow, Russia",48.1371079,11.5753822,Germany
"Chair of Electrical Drives, Technical University Munich, Munchen, Germany","Infineon Technologies, Munich, Germany",48.1371079,11.5753822,Germany
"All-Russian-Electrotechnical Institute, Moscow, Russia","Chair of Electrical Drives, Technical University Munich, Munchen, Germany",55.625578,37.6063916,Russia
"All-Russian-Electrotechnical Institute, Moscow, Russia","Infineon Technologies, Munich, Germany",55.625578,37.6063916,Russia
"State Key Laboratory on Integrated Optoelectronics Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",,39.9057136,116.3912972,China
"School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China",,31.2312707,121.4700152,China
"Predictions Software Limited, Edinburgh, UK",,55.9533456,-3.1883749,United Kingdom
"Semiconductor Physics Institute, Vilnius, Lithuania",,54.6870458,25.2829111,Lithuania
"Fab Operations, Chartered Semiconductor Manufacturing Private Limited, Singapore","Technology Development Department, Chartered Semiconductor Manufacturing Private Limited, Singapore",1.357107,103.8194992,Singapore
"Technology Development Department, Chartered Semiconductor Manufacturing Private Limited, Singapore","Fab Operations, Chartered Semiconductor Manufacturing Private Limited, Singapore",1.357107,103.8194992,Singapore
"Department of Electrical Engineering, Institute of Microelectronics, National Cheng Kung University, Tainan, Taiwan",,22.9912348,120.184982,Taiwan
"IBM Systems and Technology Group, Essex Junction, VT, USA",,44.5990718,-72.5002608,United States
"Institute of Semiconductors, Chinese Academy of Science, Key Laboratory of Semiconductor Materials Science, Beijing, China",,39.9057136,116.3912972,China
"Advanced Technology Development Division, United Microelectronics Corporation Limited, Tainan, Taiwan","Varian Semiconductor Equipment Associates, Inc.orporate, Gloucester, MA, USA",22.9912348,120.184982,Taiwan
"Varian Semiconductor Equipment Associates, Inc.orporate, Gloucester, MA, USA","Advanced Technology Development Division, United Microelectronics Corporation Limited, Tainan, Taiwan",42.3788774,-72.032366,United States
"Alcatel-Thales III-V Laboratory, Alcatel Research and Innovation, Marcoussis, France","Institute of Quantum Electronics and Photonics, Ecole Polytechnique Fédérale de Lausanne, Switzerland",48.6427131,2.230811,France
"Institute of Quantum Electronics and Photonics, Ecole Polytechnique Fédérale de Lausanne, Switzerland","Alcatel-Thales III-V Laboratory, Alcatel Research and Innovation, Marcoussis, France",46.5186594,6.566561505,Switzerland
"Panasonic Corporation, Kadoma, Japan","Panasonic Corporation, Moriguchi, Japan",34.728801,135.59691,Japan
"Panasonic Corporation, Kadoma, Japan","Panasonic Corporation, Uozu, Japan",34.728801,135.59691,Japan
"Panasonic Corporation, Kadoma, Japan","TowerJazz Panasonic Semiconductor Company Ltd., Uozu, Japan",34.728801,135.59691,Japan
"TowerJazz Panasonic Semiconductor Company Ltd., Uozu, Japan","Panasonic Corporation, Kadoma, Japan",36.8170731,137.4182725,Japan
"TowerJazz Panasonic Semiconductor Company Ltd., Uozu, Japan","Panasonic Corporation, Moriguchi, Japan",36.8170731,137.4182725,Japan
"TowerJazz Panasonic Semiconductor Company Ltd., Uozu, Japan","Panasonic Corporation, Uozu, Japan",36.8170731,137.4182725,Japan
"Panasonic Corporation, Moriguchi, Japan","Panasonic Corporation, Kadoma, Japan",34.746898,135.566663,Japan
"Panasonic Corporation, Moriguchi, Japan","Panasonic Corporation, Uozu, Japan",34.746898,135.566663,Japan
"Panasonic Corporation, Moriguchi, Japan","TowerJazz Panasonic Semiconductor Company Ltd., Uozu, Japan",34.746898,135.566663,Japan
"Panasonic Corporation, Uozu, Japan","Panasonic Corporation, Kadoma, Japan",36.8170731,137.4182725,Japan
"Panasonic Corporation, Uozu, Japan","Panasonic Corporation, Moriguchi, Japan",36.8170731,137.4182725,Japan
"Panasonic Corporation, Uozu, Japan","TowerJazz Panasonic Semiconductor Company Ltd., Uozu, Japan",36.8170731,137.4182725,Japan
"ATIC-Khalifa Semiconductor Innovation Centre, Abu Dhabi, UAE","Memory Division, Samsung Electronics, Seoul, South Korea",24.4538352,54.3774014,UAE
"ATIC-Khalifa Semiconductor Innovation Centre, Abu Dhabi, UAE","Centre for Electronic Warfare, Information and Cyber, Cranfield Defence Security, Defence Academy of the United Kingdom, Shrivenham, U.K.",24.4538352,54.3774014,UAE
"ATIC-Khalifa Semiconductor Innovation Centre, Abu Dhabi, UAE","Warwick Manufacturing Group, University of Warwick, Coventry, U.K.",24.4538352,54.3774014,UAE
"Centre for Electronic Warfare, Information and Cyber, Cranfield Defence Security, Defence Academy of the United Kingdom, Shrivenham, U.K.","ATIC-Khalifa Semiconductor Innovation Centre, Abu Dhabi, UAE",51.5979927,-1.6608617,United Kingdom
"Centre for Electronic Warfare, Information and Cyber, Cranfield Defence Security, Defence Academy of the United Kingdom, Shrivenham, U.K.","Memory Division, Samsung Electronics, Seoul, South Korea",51.5979927,-1.6608617,United Kingdom
"Centre for Electronic Warfare, Information and Cyber, Cranfield Defence Security, Defence Academy of the United Kingdom, Shrivenham, U.K.","Warwick Manufacturing Group, University of Warwick, Coventry, U.K.",51.5979927,-1.6608617,United Kingdom
"Warwick Manufacturing Group, University of Warwick, Coventry, U.K.","ATIC-Khalifa Semiconductor Innovation Centre, Abu Dhabi, UAE",52.4081812,-1.510477,United Kingdom
"Warwick Manufacturing Group, University of Warwick, Coventry, U.K.","Memory Division, Samsung Electronics, Seoul, South Korea",52.4081812,-1.510477,United Kingdom
"Warwick Manufacturing Group, University of Warwick, Coventry, U.K.","Centre for Electronic Warfare, Information and Cyber, Cranfield Defence Security, Defence Academy of the United Kingdom, Shrivenham, U.K.",52.4081812,-1.510477,United Kingdom
"Memory Division, Samsung Electronics, Seoul, South Korea","ATIC-Khalifa Semiconductor Innovation Centre, Abu Dhabi, UAE",37.5666791,126.9782914,South Korea
"Memory Division, Samsung Electronics, Seoul, South Korea","Centre for Electronic Warfare, Information and Cyber, Cranfield Defence Security, Defence Academy of the United Kingdom, Shrivenham, U.K.",37.5666791,126.9782914,South Korea
"Memory Division, Samsung Electronics, Seoul, South Korea","Warwick Manufacturing Group, University of Warwick, Coventry, U.K.",37.5666791,126.9782914,South Korea
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","National Research Council Canada, Institute for Microstructural Science, Ottawa, ONT, Canada",50.000678,-86.000977,Canada
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA",50.000678,-86.000977,Canada
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK",50.000678,-86.000977,Canada
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France",50.000678,-86.000977,Canada
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","School of Physics and Astronomy, University of Southampton, Southampton, UK",50.000678,-86.000977,Canada
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","University of Toronto, Toronto, ONT, Canada",50.000678,-86.000977,Canada
"Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France",50.000678,-86.000977,Canada
"University of Toronto, Toronto, ONT, Canada","National Research Council Canada, Institute for Microstructural Science, Ottawa, ONT, Canada",50.000678,-86.000977,Canada
"University of Toronto, Toronto, ONT, Canada","Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",50.000678,-86.000977,Canada
"University of Toronto, Toronto, ONT, Canada","Institute for Microstructural Sciences, National Research Council Canada, Ottawa, ONT, Canada",50.000678,-86.000977,Canada
"University of Toronto, Toronto, ONT, Canada","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",50.000678,-86.000977,Canada
"University of Toronto, Toronto, ONT, Canada","Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA",50.000678,-86.000977,Canada
"Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA","National Research Council Canada, Institute for Microstructural Science, Ottawa, ONT, Canada",34.5802074,-105.9960475,United States
"Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA","Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",34.5802074,-105.9960475,United States
"Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA","Institute for Microstructural Sciences, National Research Council Canada, Ottawa, ONT, Canada",34.5802074,-105.9960475,United States
"Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",34.5802074,-105.9960475,United States
"Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA","University of Toronto, Toronto, ONT, Canada",34.5802074,-105.9960475,United States
"National Research Council Canada, Institute for Microstructural Science, Ottawa, ONT, Canada","University of Toronto, Toronto, ONT, Canada",50.000678,-86.000977,Canada
"National Research Council Canada, Institute for Microstructural Science, Ottawa, ONT, Canada","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",50.000678,-86.000977,Canada
"National Research Council Canada, Institute for Microstructural Science, Ottawa, ONT, Canada","Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA",50.000678,-86.000977,Canada
"EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK","Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France",53.3806626,-1.4702278,United Kingdom
"EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK","CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France",53.3806626,-1.4702278,United Kingdom
"EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",53.3806626,-1.4702278,United Kingdom
"EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK","School of Physics and Astronomy, University of Southampton, Southampton, UK",53.3806626,-1.4702278,United Kingdom
"CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France","Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France",43.6112422,3.8767337,France
"CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France","EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK",43.6112422,3.8767337,France
"CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",43.6112422,3.8767337,France
"CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France","School of Physics and Astronomy, University of Southampton, Southampton, UK",43.6112422,3.8767337,France
"School of Physics and Astronomy, University of Southampton, Southampton, UK","Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France",50.9025349,-1.404189,United Kingdom
"School of Physics and Astronomy, University of Southampton, Southampton, UK","EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK",50.9025349,-1.404189,United Kingdom
"School of Physics and Astronomy, University of Southampton, Southampton, UK","CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France",50.9025349,-1.404189,United Kingdom
"School of Physics and Astronomy, University of Southampton, Southampton, UK","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",50.9025349,-1.404189,United Kingdom
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","EPSRC Central Facility for III-V Semiconductors DEEE, University of Sheffield, Sheffield, UK",48.6427131,2.230811,France
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","CEM2 UMR5507 CNRS-case 67, Université Montpellier, Montpellier, France",48.6427131,2.230811,France
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",48.6427131,2.230811,France
"Laboratoire de Photonique et de Nanostructure-CNRS, Marcoussis, France","School of Physics and Astronomy, University of Southampton, Southampton, UK",48.6427131,2.230811,France
"Center for Compound Semiconductors, School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",,32.3293809,-83.1137366,United States
"Microsoft Corporation, One Microsoft Way, Redmond, WA, USA","College of Nanoscale Science and Engineering, University of Albany, Albany, NY, USA",47.2868352,-120.212613,United States
"College of Nanoscale Science and Engineering, University of Albany, Albany, NY, USA","Microsoft Corporation, One Microsoft Way, Redmond, WA, USA",43.1561681,-75.8449946,United States
"Department of Physics, Tyndall National Institute, University College Cork, Cork, Ireland",,51.897077,-8.4654674,Ireland
"Department of Microelectronics, Soochow University, Suzhou, China",,31.3016935,120.5810725,China
"Department of Physics, School of Science, Jimei University, Xiamen, China","National and Local United Engineering Laboratory of Flat Panel Display Technology, Institute of Optoelectronic Display, Fuzhou University, Fuzhou, China",24.5438732,118.0768065,China
"National and Local United Engineering Laboratory of Flat Panel Display Technology, Institute of Optoelectronic Display, Fuzhou University, Fuzhou, China","Department of Physics, School of Science, Jimei University, Xiamen, China",27.9511188,116.3530413,China
"Department of Physics, Lanzhou University, Lanzhou, Gansu, China","State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",38.0000001,101.9999999,China
"Key Laboratory of Solid-State Optoelectronics Information Technology and the State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Key Laboratory of Solid-State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972,China
"Ioffe Physical-Technical Institute of the Russian Academy of Sciences, Saint Petersburg, Russia",,59.938732,30.316229,Russia
"CapeSym, Inc., Natick, MA, USA",,42.3788774,-72.032366,United States
"VERTILAS GmbH, Garching, Germany","Walter Schottky Institute, Technische Universität München, Garching, Germany",48.2513878,11.6509662,Germany
"Walter Schottky Institute, Technische Universität München, Garching, Germany","VERTILAS GmbH, Garching, Germany",48.2513878,11.6509662,Germany
"Physics Engineering Department, University of Hacettepe, Ankara, Turkey",,39.7160439,32.7059948,Turkey
"Queen's University Belfast, School of Electronics, Electrical Engineering & Computer Science, Belfast, U.K",,54.596391,-5.9301829,United Kingdom
"Dandelion Trail, Austin, TX, USA","Department of Chemical Engineering, University of Technology, Austin, TX, USA",31.2638905,-98.5456116,United States
"Department of Chemical Engineering, University of Technology, Austin, TX, USA","Dandelion Trail, Austin, TX, USA",31.2638905,-98.5456116,United States
"State Key Laboratory of Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",,39.9057136,116.3912972,China
"CCLRC Daresbury Laboratory, Warrington, UK","Spintronics Laboratory Department of Electronics, University of York, York, UK",53.4018582,-2.56802236,United Kingdom
"Spintronics Laboratory Department of Electronics, University of York, York, UK","CCLRC Daresbury Laboratory, Warrington, UK",53.9590555,-1.0815361,United Kingdom
"Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla, CA, USA","HRL Laboratories LLC, Malibu, CA, USA",36.7014631,-118.755997,United States
"HRL Laboratories LLC, Malibu, CA, USA","Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla, CA, USA",36.7014631,-118.755997,United States
"Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea","School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea",36.5754,128.5058,South Korea
"Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea","Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea",36.5754,128.5058,South Korea
"School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea","Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea",37.2752,127.0095,South Korea
"School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea","Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea",37.2752,127.0095,South Korea
"Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea","Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea",37.487175,127.065613,South Korea
"Mechatronics and Manufacturing Center, Samsung Electronics Company Limited, Suwon, Kyunggi, South Korea","School of Air Transport, Transportation and Logistics, Korea AeroSpace University, Goyang, Gyeonggi, South Korea",37.487175,127.065613,South Korea
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",55.7230635,12.4027132,Denmark
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",55.7230635,12.4027132,Denmark
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Translucent, Inc., Palo Alto, CA, USA",55.7230635,12.4027132,Denmark
"GIGA ApS, Intel Corporation, Skovlunde, Denmark","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",55.7230635,12.4027132,Denmark
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","GIGA ApS, Intel Corporation, Skovlunde, Denmark",36.7014631,-118.755997,United States
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",36.7014631,-118.755997,United States
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",36.7014631,-118.755997,United States
"Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA","Translucent, Inc., Palo Alto, CA, USA",36.7014631,-118.755997,United States
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","GIGA ApS, Intel Corporation, Skovlunde, Denmark",36.7014631,-118.755997,United States
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",36.7014631,-118.755997,United States
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","Translucent, Inc., Palo Alto, CA, USA",36.7014631,-118.755997,United States
"Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",36.7014631,-118.755997,United States
"Translucent, Inc., Palo Alto, CA, USA","GIGA ApS, Intel Corporation, Skovlunde, Denmark",36.7014631,-118.755997,United States
"Translucent, Inc., Palo Alto, CA, USA","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",36.7014631,-118.755997,United States
"Translucent, Inc., Palo Alto, CA, USA","Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey",36.7014631,-118.755997,United States
"Translucent, Inc., Palo Alto, CA, USA","Edward L. Ginzton Laboratory and Solid State and Photonics Laboratory, University of Stanford, Stanford, CA, USA",36.7014631,-118.755997,United States
"Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey","GIGA ApS, Intel Corporation, Skovlunde, Denmark",39.7160439,32.7059948,Turkey
"Nanotechnology Research Center, Bilkent University, Ankara, Ankara, Turkey","Intel Strategic Technology, Intel Corporation, Santa Clara, CA, USA",39.7160439,32.7059948,Turkey
