Title,Author(s),Journal,Year,# times Cited (Papers),# times Cited (Patents),URL,Affiliations,Countries,Abstract
High-power InAlGaAs/GaAs and AlGaAs/GaAs semiconductor laser arrays emitting at 808 nm,"['Yi Qu', 'Shu Yuan', 'Chong Yang Liu', 'Baoxue Bo', 'Guojun Liu', 'Huilin Jiang']",IEEE Photonics Technology Letters,2004,15,0,https://ieeexplore.ieee.org/document/1266433/,"{'National Key Laboratory on High Power Semiconductor Lasers, Changchun University of Science and Technology, Changchun, China', 'School of Materials Engineering, Nanyang Technological University, Singapore'}","{'Singapore', 'China'}","Molecular beam epitaxy (MBE) growth, device fabrication, and reliable operation of high-power InAlGaAs/GaAs and GaAlAs/GaAs laser arrays are described. Both InAlGaAs/GaAs and AlGaAs/GaAs laser arrays reached maximum continuous wave output powers of 40 W at room temperature. The external quantum efficiency was 50% and 45% for the InAlGaAs/GaAs and AlGaAs/GaAs laser arrays, respectively. Threshold current density for InAlGaAs/GaAs and AlGaAs/GaAs lasers was 303 A/cm/sup 2/ and 379 A/cm/sup 2/, respectively. While the current of AlGaAs laser arrays went up significantly after 1000 h of operation at a constant power of 40 W, InAlGaAs laser arrays had an increase in the injection current of less than 4% after 3000 h at 40 W."
Understanding a semiconductor process using a full-scale model,"['J. Hunter', 'D. Delp', 'D. Collins', 'J. Si']",IEEE Transactions on Semiconductor Manufacturing,2002,15,0,https://ieeexplore.ieee.org/document/999607/,"{'Department of Manufacturing and Aeronautical Engineering, Arizona State University, Mesa, AZ, USA', 'Department of Electrical Engineering, Arizona State University, Tempe, AZ, USA'}",{'United States'},"A full-scale semiconductor manufacturing plant model was developed from a SEMATECH dataset using the computer software package EXTEND. The model was generated to study the complex interactions and characteristics of a semiconductor fabrication process. Equipment downtimes, process flow routes, and machine processing times were used to validate the model. Pilot runs of the model were used to determine simulation run times and data collection rates for the initial inventory and product cycle time measurements. The product cycle time results from the model at 95% capacity were within 63 hours (or 7%) of the SEMATECH cycle time measurements. These results demonstrate the accuracy of the simulation model built from the SEMATECH dataset. The full-scale model was set up to run special scenarios showing the effects of eliminating maintenance and changing product types. The full-scale model was compared to a small-scale model based on the same dataset to demonstrate the inadequacy of the validated small-scale model. A full-scale model is also useful for analyzing scheduling routines, detecting bottlenecks, and understanding machine relations in the semiconductor industry."
Adaptive Virtual Metrology Design for Semiconductor Dry Etching Process Through Locally Weighted Partial Least Squares,"['Toshiya Hirai', 'Manabu Kano']",IEEE Transactions on Semiconductor Manufacturing,2015,71,0,https://ieeexplore.ieee.org/document/7055875/,"{'Sony Semiconductor Corporation, Kikuchi, Japan', 'Department of Systems Science, Kyoto University, Kyoto, Japan'}",{'Japan'},"In semiconductor manufacturing processes, virtual metrology (VM) has been investigated as a promising tool to predict important characteristics of products. Although partial least squares (PLS) is a well-known modeling technique that can cope with collinearity and therefore applied to construction of VM, its prediction performance deteriorates due to changes in process characteristics. In particular, maintenance of equipment strongly affects the process characteristics and the prediction performance. In this paper, VM was developed by using locally weighted PLS (LW-PLS), which is a type of just-in-time modeling technique, and it was used to predict the etching conversion differential of an actual dry etching process. The industrial application results have shown that the developed VM based on LW-PLS is superior to the conventional VM based on the sequential update model and artificial neural network model. In particular, it has been confirmed that the LW-PLS-based VM can keep its high prediction performance even after the maintenance, i.e., replacement of parts."
Variable Selection Under Missing Values and Unlabeled Data in Semiconductor Processes,"['Kyung-Jun Kim', 'Kyu-Jin Kim', 'Chi-Hyuck Jun', 'Il-Gyo Chong', 'Geun-Young Song']",IEEE Transactions on Semiconductor Manufacturing,2019,9,0,https://ieeexplore.ieee.org/document/8534341/,"{'Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, South Korea', 'Semiconductor Research and Development Center, Samsung Electronics Company Ltd., Hwaseong, South Korea'}",{'South Korea'},"Manufacturing semiconductor wafers involves many sequential processes, and each process has various equipment-related variables or factors, which results in high-dimensional data. However, measuring the quality of all wafers is time and cost intensive, and only a small proportion of the wafers is labeled. Further, equipment factors are not always measured by sensors due to the complicated process. Variable selection, which is performed to reduce the dimensionality of the input variable space while improving or preserving regression performance by selecting important input factors, plays an important role in regression problems. We propose a variable selection procedure to find the main equipment factors that affect in-process wafer quality in consideration of the following issues: 1) imputation for missing values; 2) semi-supervised regression for unlabeled data; and 3) redundancy among variables. In the proposed procedure, partial least squares and least absolute shrinkage and selection operator regression are utilized as prediction models. Experiments using two semiconductor equipment datasets were conducted to evaluate the performance of the proposed procedure."
Metal-organic vapor phase epitaxy for the mass production of novel semiconductor devices,['B. Schulte'],IEEE Transactions on Semiconductor Manufacturing,2003,0,0,https://ieeexplore.ieee.org/document/1219478/,"{'Aixtron AG, Aachen, Germany'}",{'Germany'},"We report on growth results achieved in AIXTRON multiwafer planetary reactors for the growth of phosphide-arsenide and nitride based novel semiconductor structures and devices. In case of the phosphide-arsenide based structures we focused on growth on 6-in GaAs wafers. Ga/sub 0.47/InP layers were grown with standard deviations for the Ga-concentration of 0.75% and 0.3% on wafer and wafer-to-wafer, respectively. We attribute this result to the excellent temperature homogeneity of 1/spl deg/C throughout the reactor. This factor also plays a role in the deposition of nitride-based semiconductors that was investigated for the growth of InGaN multiquantum wells for the blue (472 nm) and green (522 nm) wavelengths. Wafer-to-wafer wavelength distributions of max-min of /spl plusmn/2.1 nm (blue) and /spl plusmn/4.2 nm (green) were achieved. On wafer standard deviations of the wavelength fell in the range of 1.6-1.7 nm, respectively."
Modal analysis of semiconductor cylinder fibers,"['D. Rand', 'B.C. Ellis', 'P.R. Prucnal']",IEEE Photonics Technology Letters,2006,1,0,https://ieeexplore.ieee.org/document/1546027/,"{'Department of Electrical Engineering, Princeton University, Princeton, NJ, USA'}",{'United States'},"Semiconductor cylinder fibers (SCFs) are novel amplifying waveguide structures in which a semiconducting film is interlaid between conventional core and cladding fiber layers. We investigate the modal properties of SCFs by way of a comprehensive model which takes into account the wavelength-dependent refractive indexes of both the core and cladding glass layers and the semiconductor. Our semiconductor model also includes both thin-film effects and carrier-induced changes in the complex refractive index. We show that annular modes which are highly confined to the semiconductor are supported, and we calculate the corresponding modal effective indexes. Finally, we demonstrate that, depending on the pump-induced carrier concentration, a large gain is possible across a broad spectral region."
Efficiencies of coated and perforated semiconductor neutron detectors,"['J.K. Shultis', 'D.S. McGregor']",IEEE Transactions on Nuclear Science,2006,63,14,https://ieeexplore.ieee.org/document/1645084/,"{'Mechanical and Nuclear Engineering Department and the Semiconductor Materials and Radiological Technologies (S.M.A.R.T.) Laboratory, Kansas State University, Manhattan, KS, USA', 'Mechanical and Nuclear Engineering Department, Kansas State University, Manhattan, KS, USA'}",{'United States'},"Previous experimental results indicated that boron-filled perforations within a semiconductor diode detector increase the thermal neutron detection efficiency. In this paper, two basic perforation designs, circular holes and parallel trenches, are analyzed using a simple Monte Carlo model to estimate their potential as high-efficiency thermal neutron detectors. The modeling results indicate that thermal-neutron intrinsic detection efficiencies exceeding 25% can be realized for single coated devices, and efficiencies exceeding 50% can be realized for doubled or ""sandwiched"" devices."
107-mW low-noise green-light emission by frequency doubling of a reliable 1060-nm DFB semiconductor laser diode,"['Hong Ky Nguyen', 'M.H. Hu', 'N. Nishiyama', 'N.J. Visovsky', 'Yabo Li', 'Kechang Song', 'Xingsheng Liu', 'J. Gollier', 'L.C. Hughes', 'R. Bhat', 'Chung-En Zah']",IEEE Photonics Technology Letters,2006,25,8,https://ieeexplore.ieee.org/document/1597295/,"{'Science and Technology Division, Corning, Inc.orporated, Corning, NY, USA'}",{'United States'},We have generated 107-mW green-light emission by frequency doubling of a reliable 1060-nm distributed feedback (DFB) laser diode using a periodically poled MgO-doped lithium niobate waveguide in the most compact single-pass configuration. The green power variation is lower than 1% at frequencies below 82 kHz. The relative intensity noise of -150 dB/Hz has been measured at 100 MHz. We also report 5000-h life-test results of 1060-nm DFB lasers at 80/spl deg/C.
Randomized General Regression Network for Identification of Defect Patterns in Semiconductor Wafer Maps,"['Fatima Adly', 'Paul D. Yoo', 'Sami Muhaidat', 'Yousof Al-Hammadi', 'Uihyoung Lee', 'Mohammed Ismail']",IEEE Transactions on Semiconductor Manufacturing,2015,52,0,https://ieeexplore.ieee.org/document/7047827/,"{'Department of Electrical and Computer Engineering, Ohio State University, Columbus, OH, USA', 'Memory Division, Samsung Electronics Company, Suwon, Korea', 'Data Science Institute, Bournemouth University, Poole, U.K.'}","{'South Korea', 'United States', 'UK'}","Defect detection and classification in semiconductor wafers has received an increasing attention from both industry and academia alike. Wafer defects are a serious problem that could cause massive losses to the companies' yield. The defects occur as a result of a lengthy and complex fabrication process involving hundreds of stages, and they can create unique patterns. If these patterns were to be identified and classified correctly, then the root of the fabrication problem can be recognized and eventually resolved. Machine learning (ML) techniques have been widely accepted and are well suited for such classification-/identification problems. However, none of the existing ML model's performance exceeds 96% in identification accuracy for such tasks. In this paper, we develop a state-of-the-art classifying algorithm using multiple ML techniques, relying on a general-regression-network-based consensus learning model along with a powerful randomization technique. We compare our proposed method with the widely used ML models in terms of model accuracy, stability, and time complexity. Our method has proved to be more accurate and stable as compared to any of the existing algorithms reported in the literature, achieving its accuracy of 99.8%, stability of 1.128, and TBM of 15.8 s."
“Polychromator”—a Method for Studying the Selective Integral Photosensitivity of Semiconductor Materials and Devices,"['Zurab Jibuti', 'Tatiana Sakharova', 'Nina Khuchua', 'Marina Tigishvili', 'Revaz Melkadze', 'Nugzar Dolidze', 'Lado Jibuti', 'Michael Heuken']",IEEE Transactions on Instrumentation and Measurement,2021,0,0,https://ieeexplore.ieee.org/document/9184886/,"{'Lado Jibuti are with the Institute of Micro and Nanoelectronics, Tbilisi, Georgia', 'AIXTRON SE, Herzogenrath, Germany', 'Applied Semiconductor Technology, Tbilisi State University, Tbilisi, Georgia'}","{'Georgia', 'Germany'}","A new technique is proposed, verified, and described for measuring photosensitivity spectra of semiconductor materials and devices in the wavelength range of 200–4100 nm utilizing an innovative setup termed “Polychromator” with a system of cut-off optical filters that provide a sharp edge of the spectrum of radiation impinging on the sample. The measured value, referred to as selective integral photosensitivity (SIPhS), is calculated for the particular subbands of the spectrum taking into account the radiation power. Certain IR spectral characteristics, measured with a monochromator, are provided for comparison. It is shown that the presented “Polychromator” measurement data do not contradict these results, and in fact, complement them. The reliability of the method is demonstrated by three types of test photodiodes fabricated using three base materials: 1) B + ion-implanted n-Si; 2) InGaAs/InP; and 3) undoped AlGaN/GaN heterostructures. The selected materials and the devices made therefrom differ in the nature of photoresponse revealed in the various wavelength ranges. This allows for comprehensively describing the methodology. The information gained using this method as well as its advantages and ways of improving the setup are discussed."
Narrow-Linewidth Semiconductor Laser With High-Order Sidewall Gratings,"['Yuanbo Xu', 'Mingjin Wang', 'Hongwei Qu', 'Wenzhen Liu', 'Ting Fu', 'Jing Li', 'Fangling Du', 'Wanhua Zheng']",IEEE Photonics Technology Letters,2023,0,0,https://ieeexplore.ieee.org/document/9962796/,"{'Key Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China', 'Key Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, and the State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China'}",{'China'},"We demonstrate a kind of ridge waveguide semiconductor laser with high-order sidewall gratings around 1550 nm. The ridge waveguide with 11th-order sidewall gratings is fabricated by the standard contact-types i -line lithography. The fabricated device shows an output power of 44 mW at a bias current of 500 mA and a stable single-mode operation over wide ranges of current and temperature conditions. A high side-mode suppression ratio ( \sim 59 dB), a narrow linewidth of 63 kHz and a low relative intensity noise ( < -150 dB/Hz under the frequency range from 0.03 to 20 GHz) have been demonstrated at 25^{\circ }\text{C} ."
Detailed model and investigation of gain saturation and carrier spatial hole burning for a semiconductor optical amplifier with gain clamping by a vertical laser field,"['Chao-Yuan Jin', 'Yong-Zhen Huang', 'L.-J. Yu', 'Shen-ling Deng']",IEEE Journal of Quantum Electronics,2004,19,0,https://ieeexplore.ieee.org/document/1291710/,"{'State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China'}",{'China'},"A detailed model for semiconductor linear optical amplifiers (LOAs) with gain clamping by a vertical laser field is presented, which accounts the carrier and photon density distribution in the longitudinal direction as well as the facet reflectivity. The photon iterative method is used in the simulation with output amplified spontaneous emission spectrum in the wide band as iterative variables. The gain saturation behaviors and the noise figure are numerically simulated, and the variation of longitudinal carrier density with the input power is presented which is associated with the on-off state of the vertical lasers. The results show that the LOA can have a gain spectrum clamped in a wide wavelength range and have almost the same value of noise figure as that of conventional semiconductor optical amplifiers (SOAs). Numerical results also show that an LOA can have a noise figure about 2 dB less than that of the SOA gain clamped by a distributed Bragg reflector laser."
Run-to-run overlay control of steppers in semiconductor manufacturing systems based on history data analysis and neural network modeling,"['Seong-Jin Park', 'Moon-Sang Lee', 'Sung-Young Shin', 'Kwang-Hyun Cho', 'Jong-Tae Lim', 'Bong-Su Cho', 'Young-Ho Jei', 'Myung-Kil Kim', 'Chan-Hoon Park']",IEEE Transactions on Semiconductor Manufacturing,2005,17,0,https://ieeexplore.ieee.org/document/1528575/,"{'School of Electrical Engineering, University of Ulsan, Ulsan, South Korea', 'Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea', 'College of Medicine and Korea Bio-MAX Institute, Seoul National University, Seoul, South Korea', 'Semiconductor Business, Samsung Electronics Company Limited, Hwasung, South Korea', 'Department of Electrical Engineering, Korea Advanced Institute of Science and Technology, Taejon, South Korea'}",{'South Korea'},"This paper presents a new run-to-run control scheme to reduce overlay misalignment errors in steppers and demonstrates the feasibility of the scheme by real-time experimental tests. The overlay misalignment error mainly depends on two factors: one is the internal dynamics of photo processes and steppers and the other is the process history of lots, such as base equipment and reticles. Based on these observations, a new control scheme was designed to find the stepper inputs minimizing the misalignment errors based on history data analysis and neural network models. Moreover, we demonstrated that the proposed control scheme reduces the spec-out ratios as well as the number of engagements of the send-ahead wafer process, which thereby results in the increase of product yield in semiconductor manufacturing."
Why is it that differently doped regions in semiconductors are visible in low voltage SEM?,"['M.M. El-Gomati', 'T.C.R. Wells', 'I. Mullerova', 'L. Frank', 'H. Jayakody']",IEEE Transactions on Electron Devices,2004,28,0,https://ieeexplore.ieee.org/document/1262661/,"{'Department of Electronics, University of York, York, UK', 'Institute of Semiconductors, Chinese Academy and Sciences, Brno, Czech Republic'}","{'UK', 'Czech Republic'}","Although doped regions in semiconductors have been shown to give a different secondary electron yield in low-voltage scanning electron microscopy, the basic interpretation of this contrast has been difficult. It is accepted that this contrast stem from electronic phenomenon rather than atomic number differences between differently doped regions. However, the question is whether variations in the patch fields above the sample surface, balancing variations in the inner potentials, or surface coatings and/or surface states are the mechanisms responsible for the observed contrast. The present study reports on comparative experiments of these two models and demonstrates that the image contrast can be controlled by the presence of thin-surface metallic coatings. These results are the first evidence of the adlayer contacts, i.e., the subsurface electric fields instead of the patch fields above the surface, being responsible for the secondary electron contrast of doped semiconductors imaged in low voltage scanning electron microscopes under standard vacuum conditions, and they pave the way for the routine use of this method in semiconductor research and industry."
Organic Semiconductor Optical Amplifiers,"['Dimali Amarasinghe', 'Arvydas Ruseckas', 'Graham A. Turnbull', 'Ifor D. W. Samuel']",Proceedings of the IEEE,2009,37,0,https://ieeexplore.ieee.org/document/5204637/,"{'Organic Semiconductor Centre, School of Physics and Astronomy, University of Saint Andrews, Saint Andrews, UK'}",{'UK'},Organic semiconducting materials have been researched for novel optoelectronic devices due to their efficient light emission and high gain properties. Such devices range from organic light-emitting diodes and solar cells to lasers and amplifiers. This paper explores the research carried out on one of these devices: organic semiconductor amplifiers that have shown to give high gains of 20-40 dB in solution and solid state.
Active optoelectronics using thin-film organic semiconductors,['S.R. Forrest'],IEEE Journal of Selected Topics in Quantum Electronics,2000,0,0,https://ieeexplore.ieee.org/document/902156/,"{'Center for Photonics and Optoelectronic Materials (POEM), Department of Electrical Engineering and Princeton Materials Institute, Princeton University, Princeton, NJ, USA'}",{'United States'},"We review recent results in the emerging area of organic semiconductor materials. Light-emitting devices, thin-film transistors and ultrafast photodetectors are used as examples to show the progress made in our understanding of the fundamental optoelectronic properties of organic thin films, and their application to active electronic devices. Also, a perspective of the potential of these materials for practical application following 50 years of intense research is considered."
External-cavity semiconductor laser tunable from 1.3 to 1.54 μm for optical communication,"['Ching-Fuh Lin', 'Yi-Shin Su', 'Bing-Ruey Wu']",IEEE Photonics Technology Letters,2002,36,0,https://ieeexplore.ieee.org/document/974142/,"{'Institute of Electro-Optical Engineering and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan', 'Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan', 'Telecommunication Laboratory, Chunghwa Telecom Company Limited, Taoyuan, Taiwan'}",{'Taiwan'},"Using semiconductor optical amplifiers with properly designed nonidentical quantum wells made of InGaAsP-InP materials in the external-cavity configuration, the semiconductor laser is broadly tunable. The tuning range covers from 1.3 μm to 1.54 μm. Without additional filtering techniques, the laser beam emitted from the linear external cavity has the sidemode suppression ratio better than 30 dB. Also, the power ratio of the lasing mode to the total output power is 90%-99%, indicating the dominance of the lasing mode in the amplification process due to the broad gain spectrum."
EM-Electrothermal Analysis of Semiconductor Power Modules,"['Xiang Li', 'Daohui Li', 'Fang Qi', 'Matthew Packwood', 'Haoze Luo', 'Yangang Wang', 'Xiaoping Dai', 'Haihui Luo', 'Guoyou Liu']","IEEE Transactions on Components, Packaging and Manufacturing Technology",2019,14,0,https://ieeexplore.ieee.org/document/8741066/,"{'State Key Laboratory of Advanced Power Semiconductor Device, Zhuzhou, China', 'Research and Development Center, Dynex Semiconductor Ltd., Lincoln, U.K'}","{'UK', 'China'}","We present in this paper an advanced electromagnetic (EM)-electrothermal analysis approach for the semiconductor power devices, with illustration on the insulated-gate bipolar transistor (IGBT) modules. This method distinguishes itself by dynamically integrating the EM domain into the circuit-type electrothermal coupling analysis, thus enabling the multi-dimensional simulation that spans in time from nanoseconds to seconds, and in space from chip level to system level. In particular, it contains a parametric-extracted electrothermal model of the IGBT chip and a comprehensive 0-D thermal network as well as an EM network extracted from the 3-D module packaging structure for each paralleling chip. The incorporation of the EM, as well as thermal networks representing the 3-D packaging structure, reveals essential information about the current imbalance, power dissipation imbalance, and thermal imbalance inside the IGBT module with paralleling chips, which have a strong influence on the module reliability. To demonstrate the application of this approach, an unfavorably designed 1700-V/450-A half-bridge IGBT power module is evaluated in the simulation circuit, with experimentally verified electrothermal IGBT chip model and thermal as well as EM networks. The results have shown that the EM-electrothermal analysis can successfully reveal the dynamic interaction among different physical domains and, thus, the current as well as temperature imbalance among the paralleling chips inside the power module. The predicted current imbalance also agrees with that from the experimental test."
Development of Organic Semiconductors Based on Quinacridone Derivatives for Organic Field-Effect Transistors: High-Voltage Logic Circuit Applications,"['Yong Jin Jeong', 'Jongwook Jeon', 'Sangkug Lee', 'Myounggon Kang', 'Heesauk Jhon', 'Ho Jun Song', 'Chan Eon Park', 'Tae Kyu An']",IEEE Journal of the Electron Devices Society,2017,10,0,https://ieeexplore.ieee.org/document/7847326/,"{'Department of Electronics Engineering, Korea National University of Transportation, Chungju, South Korea', 'Department of Polymer Science and Engineering and Department of IT Convergence, Korea National University of Transportation, Chungju, South Korea', 'Semiconductor Research Center, Samsung Electronics, Hwasung, South Korea', 'Research Institute of Sustainable Manufacturing System IT Convergence Material Research and Development Group, Korea Institute of Industrial Technology, Cheonan, South Korea', 'Polymer Research Institute, Pohang University of Science and Technology, Pohang, South Korea', 'Wireless Semiconductor Division, Broadcom, Seoul, South Korea'}",{'South Korea'},"Poly[quinacridone-alt-quaterthiophene] (PQCQT) was synthesized, using a Suzuki coupling reaction, to investigate the potential of quinacridone derivatives as organic semiconductors in organic fieldeffect transistors (OFETs) and circuits. A PQCQT film annealed at 150 °C yielded quite high field-effect performances, including a hole mobility of 2.0 × 10 -2 cm 2 /(Vs). In addition, to confirm the feasibility of using PQCQT in high-voltage circuit applications, electrical behaviors of PQCQT-based OFETs were described by extracting the model parameters of the industry standard compact Berkeley short-channel IGFET model. From the developed OFET model parameter set, we successfully evaluated the circuit operation of a p-type organic inverter with a frequency of 45.5 kHz in an 80 V supply condition."
Reduction of semiconductor process emissions by reactive gas optimization,"['V. Vartanian', 'B. Goolsby', 'R. Chatterjee', 'R. Kachmarik', 'D. Babbitt', 'R. Reif', 'E.J. Tonnis', 'D. Graves']",IEEE Transactions on Semiconductor Manufacturing,2004,3,1,https://ieeexplore.ieee.org/document/1353300/,"{'Lam Research, Fremont, CA, USA', 'Department of Chemical Engineering, University of California, Berkeley, CA, USA', 'Department of Electrical Engineering and Computer Science, Microsystems Technology Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA', 'Advanced Products Research and Development Laboratory, Freescale Semiconductor, Inc., Austin, TX, USA'}",{'United States'},"Tailoring the chemical environment in plasmas by addition of reactive gases to affect byproduct formation has been demonstrated to reduce perfluorocompound (PFC) emissions. Perfluorocompound emissions from dielectric etch processes are reduced by oxygen addition, which reduces polymerization and increases etch rates, primarily by affecting the fluorine or carbon in the plasma, and secondarily, by affecting resist erosion. Oxygen or water vapor introduced upstream of plasma abatement devices reduces PFC reformation by preferentially combining with carbon and fluorine-containing radicals to form thermodynamically favorable byproducts that are non- or low-global warming. Introducing oxygen to low-k chemical vapor deposition (CVD) chamber clean processes also reduces PFC emissions, primarily by reducing CF/sub 4/ by forming thermodynamically stable CO and CO/sub 2/. Analogously, adjusting the fuel or the oxidizer flow in fuel-fired abatement devices provides a higher flame temperature where thermal cracking of higher molecular weight low-k CVD organosilicon precursors can more readily occur, allowing the carbon-rich precursors to more completely oxidize."
Laser Diode-Pumped Organic Semiconductor Lasers Utilizing Two-Dimensional Photonic Crystal Resonators,"['Christian Karnutsch', 'Marc Stroisch', 'Martin Punke', 'Uli Lemmer', 'Jing Wang', 'Thomas Weimann']",IEEE Photonics Technology Letters,2007,42,0,https://ieeexplore.ieee.org/document/4156231/,"{'Light Technology Institute (LTI), Universität Karlsruhe, Karlsruhe, Germany', 'Physikalisch-Technisch Bundesanstalt, Brunswick, Germany'}",{'Germany'},"Two-dimensional photonic crystal lasers based on the small molecule organic semiconductor tris-(8-hydroxyquinoline) aluminum (Alq 3 ) doped with 4-Dicyanomethylene-2-methyl-6-(p-dimethylaminostyryl)-4H-pyran (DCM) are optically pumped with a conventional low-cost pulsed (In)GaN laser diode. We compare photonic crystal resonators providing first- and second-order distributed feedback and find threshold values of 1.9 and 3.2kW/cm 2 , respectively. Such inorganic-organic hybrid laser systems open up a way to inexpensive, tunable, and all solid-state lasers in the full visible wavelength range"
Potentially low-cost widely tunable laser consisting of a semiconductor optical amplifier connected directly to a silica waveguide grating router,"['C.R. Doerr', 'L.W. Stulz', 'R. Pafchek', 'K. Dreyer', 'L. Zhang']",IEEE Photonics Technology Letters,2003,10,0,https://ieeexplore.ieee.org/document/1232986/,"{'TriQuint Semiconductor, Inc., Breinigsville, PA, USA', 'Bell Laboratories, Lucent Technologies, Inc., Holmdel, NJ, USA'}",{'United States'},"We present a widely tunable laser consisting of a semiconductor optical amplifier (SOA) glued directly to a silica waveguide grating router, that can be packaged without submicrometer alignments, air gaps, or SOA vertical spot-size conversion. However, issues regarding thermooptic power consumption and modal stability remain to be solved."
Analysis of the Additional Modulation of Semiconductor Lasers Using Optical Heterodyne Techniques,"['Ning Hua Zhu', 'Bang Hong Zhang', 'Ji Min Wen', 'Hao Li', 'Liang Li', 'Wei Chen', 'Yan Zhang', 'Liang Xie']",IEEE Photonics Technology Letters,2008,1,0,https://ieeexplore.ieee.org/document/4427301/,"{'Beijing University of Posts and Telecommunications, Beijing, China', 'State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, CAS, Beijing, China'}",{'China'},"In this letter, the power spectrum of a cooled distributed feedback laser module is measured using the self-heterodyne technique. Periodical oscillation peaks have been observed in the measurement. Further investigation shows that the additional modulation signal is coupled from the thermal electric cooler (TEC) controller to the laser driver, and then applied to the laser diode. The additional modulation can be eliminated by properly isolating the laser driving source from the TEC controller."
Extraction of the Trench Sidewall Capacitances in an n-Type 4H-SiC Trench Metal– Oxide–Semiconductor Structure,"['Zhiyu Guo', 'Jingmin Wu', 'Run Tian', 'Fengxuan Wang', 'Pengfei Xu', 'Xiang Yang', 'Zhongchao Fan', 'Fuhua Yang', 'Zhi He']",IEEE Transactions on Electron Devices,2021,1,0,https://ieeexplore.ieee.org/document/9423878/,"{'Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China', 'School of Microelectronics, University of Chinese Academy of Sciences, Beijing, China', 'Institute of Microelectronics, Chinese Academy of Sciences, Beijing, China'}",{'China'},"In this work, a method was investigated to extract trench sidewall and trench bottom capacitances of a SiC trench metal-oxide-semiconductor (MOS) structure. Five groups of 4H-SiC trench MOS capacitors were designed and fabricated, with various trench bottom widths and trench mesa widths. High-frequency capacitance-voltage (HFCV) measurements at 100 kHz were performed on these trench MOS structures. The relationships between trench MOS capacitances and the widths of trench bottom as well as trench mesa were studied. As expected, under the same bias voltage, the measured trench MOS capacitances were proportional to the trench bottom widths and trench mesa widths. Based on this, the contributions of capacitances from the bottom, mesa, and sidewall of trench in trench MOS structure were studied systematically. The oxide thicknesses at different locations in trench were extracted. The C-V characteristics of the MOS capacitors from trench sidewall and trench bottom could also be deduced, from which the flat-band voltage and the charges in oxide of these two MOS capacitors could be subsequently calculated and analyzed. This method provides a convenient and precise technology to monitor process control in SiC trench MOSFETs manufacturing."
Ballistic hole emission microscopy on metal-semiconductor interfaces,"['T. Banerjee', 'E. Haq', 'M.H. Siekman', 'J.C. Lodder', 'R. Jansen']",IEEE Transactions on Magnetics,2005,12,0,https://ieeexplore.ieee.org/document/1519074/,"{'MESA Institute for Nanotechnology, University of Twente, Netherlands'}",{'Netherlands'},"The transport of hot holes across metal-semiconductor interfaces is studied using ballistic hole emission microscopy. From the tip of a scanning tunneling microscope nonequilibrium holes are injected into a thin metallic overlayer on a p-type Si semiconductor, inducing a current of holes into the Si valence band. We have studied hole transport across interfaces between p-type Si and different metals (Au, Cu, and Al). It is found that the magnitude of the transmitted hole current depends strongly on the type of metal, the Schottky barrier height, and the energy distribution of the holes. In addition, we show that a significant yet smaller hole current can be induced in the reverse case where the tip is used to inject hot electrons, generating holes during inelastic decay in the metal overlayer. The results are compared to recent results on spin-dependent hole transmission in ferromagnet/p-type semiconductor structures."
Above-threshold leakage in semiconductor lasers: An analytical physical model,"['I.M.P. Aarts', 'E.H. Sargent']",IEEE Journal of Quantum Electronics,2000,0,0,https://ieeexplore.ieee.org/document/831028/,"{'Physics Department, Eindhovan University of Technology, Eindhoven, Netherlands'}",{'Netherlands'},"We present an analytical physical model for above-threshold leakage in semiconductor lasers. The model can be applied to estimate whether heterobarrier lowering and accompanying overbarrier leakage are within reach of having serious deleterious effects on laser performance. The model uses two-dimensional fully self-consistent numerical equations that arise from comprehensive systems of partial coupled differential equations. The effect of temperature and doping on laser efficiency is analyzed for two lasers, one designed for operation at 1.3 /spl mu/m and the other at 1.55 /spl mu/m. Both devices are assumed to be built in the InGaAsP-InP material system. We show that, even in a 1.55-/spl mu/m laser, overbarrier leakage can cause severe performance degradation at typical operating temperatures and doping levels, and we argue that overbarrier leakage deserves to be treated as a potential threat to laser performance at telecommunication wavelengths."
